"","interests_correlate","d_interests_correlate"
"7139","0.58","[0.33-1]"
"7140","0.42","[0.33-1]"
"7141","0.56","[0.33-1]"
"7142","0.38","[0.33-1]"
"7143","0.51","[0.33-1]"
"7144","0.61","[0.33-1]"
"7145","0.47","[0.33-1]"
"7146","0.59","[0.33-1]"
"7147","0.43","[0.33-1]"
"7148","0.56","[0.33-1]"
"7149","0.55","[0.33-1]"
"7150","0.02","[0-0.33]"
"7151","0.43","[0.33-1]"
"7152","0.09","[0-0.33]"
"7153","0.87","[0.33-1]"
"7154","0.62","[0.33-1]"
"7155","0.54","[0.33-1]"
"7156","0.38","[0.33-1]"
"7157","0.27","[0-0.33]"
"7158","0.72","[0.33-1]"
"7159","0.65","[0.33-1]"
"7160","0.42","[0.33-1]"
"7161","0.45","[0.33-1]"
"7162","0.36","[0.33-1]"
"7163","-0.09","[-1-0]"
"7164","-0.12","[-1-0]"
"7165","0.51","[0.33-1]"
"7166","0.17","[0-0.33]"
"7167","0.09","[0-0.33]"
"7168","-0.05","[-1-0]"
"7169","-0.12","[-1-0]"
"7170","-0.3","[-1-0]"
"7171","0.22","[0-0.33]"
"7172","-0.15","[-1-0]"
"7173","-0.2","[-1-0]"
"7174","0.14","[0-0.33]"
"7175","-0.08","[-1-0]"
"7176","0.05","[0-0.33]"
"7177","0.4","[0.33-1]"
"7178","0.59","[0.33-1]"
"7179","0.51","[0.33-1]"
"7180","0.17","[0-0.33]"
"7181","0.52","[0.33-1]"
"7182","0.39","[0.33-1]"
"7183","0.74","[0.33-1]"
"7184","0.53","[0.33-1]"
"7185","0.5","[0.33-1]"
"7186","0.58","[0.33-1]"
"7187","0.47","[0.33-1]"
"7188","0.66","[0.33-1]"
"7189","0.37","[0.33-1]"
"7190","0.37","[0.33-1]"
"7191","0.55","[0.33-1]"
"7192","0.46","[0.33-1]"
"7193","0.24","[0-0.33]"
"7194","0.31","[0-0.33]"
"7195","0.42","[0.33-1]"
"7196","0.5","[0.33-1]"
"7197","0.3","[0-0.33]"
"7198","0.04","[0-0.33]"
"7199","0.64","[0.33-1]"
"7200","-0.21","[-1-0]"
"7201","0.34","[0.33-1]"
"7202","0.03","[0-0.33]"
"7203","-0.15","[-1-0]"
"7204","0.04","[0-0.33]"
"7205","-0.29","[-1-0]"
"7206","-0.07","[-1-0]"
"7207","0.31","[0-0.33]"
"7208","0.49","[0.33-1]"
"7209","0.33","[0-0.33]"
"7210","0.31","[0-0.33]"
"7211","0.56","[0.33-1]"
"7212","0.69","[0.33-1]"
"7213","0.19","[0-0.33]"
"7214","0.48","[0.33-1]"
"7215","0.02","[0-0.33]"
"7216","0.61","[0.33-1]"
"7217","0.31","[0-0.33]"
"7218","-0.02","[-1-0]"
"7219","-0.19","[-1-0]"
"7220","-0.03","[-1-0]"
"7221","0.11","[0-0.33]"
"7222","-0.03","[-1-0]"
"7223","0.06","[0-0.33]"
"7224","-0.16","[-1-0]"
"7225","-0.17","[-1-0]"
"7226","0.26","[0-0.33]"
"7227","0.04","[0-0.33]"
"7228","0.25","[0-0.33]"
"7229","0.07","[0-0.33]"
"7230","-0.07","[-1-0]"
"7231","0.34","[0.33-1]"
"7232","0.06","[0-0.33]"
"7233","0.12","[0-0.33]"
"7234","-0.07","[-1-0]"
"7235","-0.07","[-1-0]"
"7236","0.08","[0-0.33]"
"7237","0.43","[0.33-1]"
"7238","0.7","[0.33-1]"
"7239","0.65","[0.33-1]"
"7240","0.23","[0-0.33]"
"7241","0.78","[0.33-1]"
"7242","0.59","[0.33-1]"
"7243","0.31","[0-0.33]"
"7244","0.91","[0.33-1]"
"7245","-0.04","[-1-0]"
"7246","0.53","[0.33-1]"
"7247","0.11","[0-0.33]"
"7248","0.12","[0-0.33]"
"7249","0.15","[0-0.33]"
"7250","-0.09","[-1-0]"
"7251","0.19","[0-0.33]"
"7252","0.35","[0.33-1]"
"7253","0.61","[0.33-1]"
"7254","0.47","[0.33-1]"
"7255","-0.22","[-1-0]"
"7256","0.23","[0-0.33]"
"7257","0.19","[0-0.33]"
"7258","0.57","[0.33-1]"
"7259","0.23","[0-0.33]"
"7260","0.78","[0.33-1]"
"7261","0.3","[0-0.33]"
"7262","0.6","[0.33-1]"
"7263","0.59","[0.33-1]"
"7264","0.3","[0-0.33]"
"7265","0.45","[0.33-1]"
"7266","0.54","[0.33-1]"
"7267","0.16","[0-0.33]"
"7268","0.12","[0-0.33]"
"7269","0.16","[0-0.33]"
"7270","0.27","[0-0.33]"
"7271","0.11","[0-0.33]"
"7272","0.17","[0-0.33]"
"7273","0.12","[0-0.33]"
"7274","-0.16","[-1-0]"
"7275","0.32","[0-0.33]"
"7276","0.09","[0-0.33]"
"7277","0.27","[0-0.33]"
"7278","0.32","[0-0.33]"
"7279","0.35","[0.33-1]"
"7280","0.54","[0.33-1]"
"7281","0.54","[0.33-1]"
"7282","-0.01","[-1-0]"
"7283","-0.01","[-1-0]"
"7284","0.07","[0-0.33]"
"7285","0.67","[0.33-1]"
"7286","0.01","[0-0.33]"
"7287","0.2","[0-0.33]"
"7288","-0.04","[-1-0]"
"7289","-0.09","[-1-0]"
"7290","-0.21","[-1-0]"
"7291","0.11","[0-0.33]"
"7292","-0.05","[-1-0]"
"7293","0","[-1-0]"
"7294","-0.05","[-1-0]"
"7295","0.16","[0-0.33]"
"7296","-0.14","[-1-0]"
"7297","0.25","[0-0.33]"
"7298","0.29","[0-0.33]"
"7299","0.26","[0-0.33]"
"7300","0.66","[0.33-1]"
"7301","0.68","[0.33-1]"
"7302","0.39","[0.33-1]"
"7303","0.42","[0.33-1]"
"7304","0.34","[0.33-1]"
"7305","-0.06","[-1-0]"
"7306","0.5","[0.33-1]"
"7307","0.12","[0-0.33]"
"7308","0.29","[0-0.33]"
"7309","0.3","[0-0.33]"
"7310","0.27","[0-0.33]"
"7311","0.34","[0.33-1]"
"7312","-0.05","[-1-0]"
"7313","-0.01","[-1-0]"
"7314","-0.07","[-1-0]"
"7315","-0.19","[-1-0]"
"7316","-0.18","[-1-0]"
"7317","-0.22","[-1-0]"
"7318","0.09","[0-0.33]"
"7319","0.03","[0-0.33]"
"7320","-0.04","[-1-0]"
"7321","0.09","[0-0.33]"
"7322","-0.08","[-1-0]"
"7323","0.29","[0-0.33]"
"7324","0.07","[0-0.33]"
"7325","0.07","[0-0.33]"
"7326","-0.19","[-1-0]"
"7327","-0.16","[-1-0]"
"7328","0.24","[0-0.33]"
"7329","0.31","[0-0.33]"
"7330","0.48","[0.33-1]"
"7331","0.74","[0.33-1]"
"7332","0.58","[0.33-1]"
"7333","0.13","[0-0.33]"
"7334","-0.36","[-1-0]"
"7335","0.67","[0.33-1]"
"7336","0.48","[0.33-1]"
"7337","0.53","[0.33-1]"
"7338","0.14","[0-0.33]"
"7339","-0.06","[-1-0]"
"7340","-0.19","[-1-0]"
"7341","0.29","[0-0.33]"
"7342","0.14","[0-0.33]"
"7343","0.41","[0.33-1]"
"7344","-0.16","[-1-0]"
"7345","-0.04","[-1-0]"
"7346","-0.35","[-1-0]"
"7347","0.25","[0-0.33]"
"7348","-0.46","[-1-0]"
"7349","0.65","[0.33-1]"
"7350","0.59","[0.33-1]"
"7351","0.07","[0-0.33]"
"7352","0.24","[0-0.33]"
"7353","-0.1","[-1-0]"
"7354","-0.06","[-1-0]"
"7355","-0.46","[-1-0]"
"7356","0.48","[0.33-1]"
"7357","0.47","[0.33-1]"
"7358","0.18","[0-0.33]"
"7359","0.26","[0-0.33]"
"7360","0.05","[0-0.33]"
"7361","0.11","[0-0.33]"
"7362","-0.4","[-1-0]"
"7363","0.72","[0.33-1]"
"7364","0.61","[0.33-1]"
"7365","0.63","[0.33-1]"
"7366","0.47","[0.33-1]"
"7367","0.31","[0-0.33]"
"7368","-0.13","[-1-0]"
"7369","-0.16","[-1-0]"
"7370","-0.36","[-1-0]"
"7371","0.29","[0-0.33]"
"7372","-0.46","[-1-0]"
"7373","-0.46","[-1-0]"
"7374","-0.4","[-1-0]"
"7375","0.24","[0-0.33]"
"7376","0.67","[0.33-1]"
"7377","0.14","[0-0.33]"
"7378","0.65","[0.33-1]"
"7379","0.48","[0.33-1]"
"7380","0.72","[0.33-1]"
"7381","0.31","[0-0.33]"
"7382","0.48","[0.33-1]"
"7383","0.41","[0.33-1]"
"7384","0.59","[0.33-1]"
"7385","0.47","[0.33-1]"
"7386","0.61","[0.33-1]"
"7387","0.48","[0.33-1]"
"7388","0.53","[0.33-1]"
"7389","-0.16","[-1-0]"
"7390","0.07","[0-0.33]"
"7391","0.18","[0-0.33]"
"7392","0.63","[0.33-1]"
"7393","0.74","[0.33-1]"
"7394","0.14","[0-0.33]"
"7395","-0.04","[-1-0]"
"7396","0.24","[0-0.33]"
"7397","0.26","[0-0.33]"
"7398","0.47","[0.33-1]"
"7399","0.58","[0.33-1]"
"7400","-0.06","[-1-0]"
"7401","-0.35","[-1-0]"
"7402","-0.1","[-1-0]"
"7403","0.05","[0-0.33]"
"7404","0.31","[0-0.33]"
"7405","0.13","[0-0.33]"
"7406","-0.19","[-1-0]"
"7407","0.25","[0-0.33]"
"7408","-0.06","[-1-0]"
"7409","0.11","[0-0.33]"
"7410","-0.13","[-1-0]"
"7411","-0.12","[-1-0]"
"7412","0.03","[0-0.33]"
"7413","0.37","[0.33-1]"
"7414","0.11","[0-0.33]"
"7415","0.39","[0.33-1]"
"7416","0.84","[0.33-1]"
"7417","0.67","[0.33-1]"
"7418","0.36","[0.33-1]"
"7419","0.58","[0.33-1]"
"7420","0.1","[0-0.33]"
"7421","0.15","[0-0.33]"
"7422","0.43","[0.33-1]"
"7423","0.04","[0-0.33]"
"7424","-0.04","[-1-0]"
"7425","0.03","[0-0.33]"
"7426","0.52","[0.33-1]"
"7427","0.58","[0.33-1]"
"7428","0.23","[0-0.33]"
"7429","0.43","[0.33-1]"
"7430","0.65","[0.33-1]"
"7431","0.62","[0.33-1]"
"7432","0.68","[0.33-1]"
"7433","0.17","[0-0.33]"
"7434","0.04","[0-0.33]"
"7435","0.69","[0.33-1]"
"7436","0.5","[0.33-1]"
"7437","0.24","[0-0.33]"
"7438","0.36","[0.33-1]"
"7439","-0.04","[-1-0]"
"7440","0.57","[0.33-1]"
"7441","0.13","[0-0.33]"
"7442","0.36","[0.33-1]"
"7443","-0.32","[-1-0]"
"7444","-0.14","[-1-0]"
"7445","-0.07","[-1-0]"
"7446","-0.18","[-1-0]"
"7447","0.66","[0.33-1]"
"7448","-0.04","[-1-0]"
"7449","0.15","[0-0.33]"
"7450","0.07","[0-0.33]"
"7451","0.07","[0-0.33]"
"7452","0.43","[0.33-1]"
"7453","0.33","[0-0.33]"
"7454","0.63","[0.33-1]"
"7455","0.26","[0-0.33]"
"7456","-0.45","[-1-0]"
"7457","0.6","[0.33-1]"
"7458","0.28","[0-0.33]"
"7459","0.24","[0-0.33]"
"7460","0.52","[0.33-1]"
"7461","0.36","[0.33-1]"
"7462","0.02","[0-0.33]"
"7463","0.02","[0-0.33]"
"7464","0.52","[0.33-1]"
"7465","-0.05","[-1-0]"
"7466","-0.03","[-1-0]"
"7467","-0.33","[-1-0]"
"7468","-0.12","[-1-0]"
"7469","0.16","[0-0.33]"
"7470","-0.05","[-1-0]"
"7471","0.37","[0.33-1]"
"7472","-0.2","[-1-0]"
"7473","0.17","[0-0.33]"
"7474","0.48","[0.33-1]"
"7475","0.37","[0.33-1]"
"7476","0.83","[0.33-1]"
"7477","0.22","[0-0.33]"
"7478","-0.24","[-1-0]"
"7479","0.35","[0.33-1]"
"7480","0.23","[0-0.33]"
"7481","0.46","[0.33-1]"
"7482","0.54","[0.33-1]"
"7483","0.54","[0.33-1]"
"7484","0.02","[0-0.33]"
"7485","0.08","[0-0.33]"
"7486","0.45","[0.33-1]"
"7487","-0.19","[-1-0]"
"7488","0.3","[0-0.33]"
"7489","-0.18","[-1-0]"
"7490","0.09","[0-0.33]"
"7491","0.02","[0-0.33]"
"7492","-0.2","[-1-0]"
"7493","0.32","[0-0.33]"
"7494","-0.19","[-1-0]"
"7495","0.26","[0-0.33]"
"7496","0.63","[0.33-1]"
"7497","0.37","[0.33-1]"
"7498","0.73","[0.33-1]"
"7499","-0.05","[-1-0]"
"7500","0","[-1-0]"
"7501","0.12","[0-0.33]"
"7502","-0.11","[-1-0]"
"7503","0.52","[0.33-1]"
"7504","0.66","[0.33-1]"
"7505","0.76","[0.33-1]"
"7506","0.07","[0-0.33]"
"7507","0.45","[0.33-1]"
"7508","0.02","[0-0.33]"
"7509","-0.01","[-1-0]"
"7510","0.61","[0.33-1]"
"7511","-0.15","[-1-0]"
"7512","0.02","[0-0.33]"
"7513","-0.33","[-1-0]"
"7514","0","[-1-0]"
"7515","0.6","[0.33-1]"
"7516","-0.1","[-1-0]"
"7517","0.34","[0.33-1]"
"7518","0.73","[0.33-1]"
"7519","0.58","[0.33-1]"
"7520","0.55","[0.33-1]"
"7521","0.21","[0-0.33]"
"7522","-0.04","[-1-0]"
"7523","0.24","[0-0.33]"
"7524","0.06","[0-0.33]"
"7525","0.38","[0.33-1]"
"7526","0.55","[0.33-1]"
"7527","0.81","[0.33-1]"
"7528","-0.06","[-1-0]"
"7529","0.34","[0.33-1]"
"7530","0.33","[0-0.33]"
"7531","0.02","[0-0.33]"
"7532","0.46","[0.33-1]"
"7533","-0.19","[-1-0]"
"7534","-0.09","[-1-0]"
"7535","-0.1","[-1-0]"
"7536","0.18","[0-0.33]"
"7537","0.65","[0.33-1]"
"7538","0.25","[0-0.33]"
"7539","0.46","[0.33-1]"
"7540","0.44","[0.33-1]"
"7541","0.44","[0.33-1]"
"7542","0.54","[0.33-1]"
"7543","0.65","[0.33-1]"
"7544","0.07","[0-0.33]"
"7545","0.6","[0.33-1]"
"7546","0.26","[0-0.33]"
"7547","-0.19","[-1-0]"
"7548","0.32","[0-0.33]"
"7549","0.19","[0-0.33]"
"7550","-0.08","[-1-0]"
"7551","0.27","[0-0.33]"
"7552","-0.11","[-1-0]"
"7553","0.21","[0-0.33]"
"7554","-0.3","[-1-0]"
"7555","-0.26","[-1-0]"
"7556","-0.64","[-1-0]"
"7557","0.27","[0-0.33]"
"7558","0.26","[0-0.33]"
"7559","0.4","[0.33-1]"
"7560","0.29","[0-0.33]"
"7561","-0.22","[-1-0]"
"7562","0.22","[0-0.33]"
"7563","0.16","[0-0.33]"
"7564","0.39","[0.33-1]"
"7565","-0.33","[-1-0]"
"7566","-0.22","[-1-0]"
"7567","0.03","[0-0.33]"
"7568","0.12","[0-0.33]"
"7569","0.46","[0.33-1]"
"7570","0.44","[0.33-1]"
"7571","0.62","[0.33-1]"
"7572","0.09","[0-0.33]"
"7573","0.12","[0-0.33]"
"7574","0.21","[0-0.33]"
"7575","-0.27","[-1-0]"
"7576","0.58","[0.33-1]"
"7577","-0.05","[-1-0]"
"7578","0.26","[0-0.33]"
"7579","-0.18","[-1-0]"
"7580","-0.07","[-1-0]"
"7581","0.37","[0.33-1]"
"7582","-0.1","[-1-0]"
"7583","0.49","[0.33-1]"
"7584","0.63","[0.33-1]"
"7585","0.53","[0.33-1]"
"7586","0.59","[0.33-1]"
"7587","0.05","[0-0.33]"
"7588","0","[-1-0]"
"7589","0.3","[0-0.33]"
"7590","-0.01","[-1-0]"
"7591","0.18","[0-0.33]"
"7592","0.32","[0-0.33]"
"7593","0.56","[0.33-1]"
"7594","0.27","[0-0.33]"
"7595","0.35","[0.33-1]"
"7596","0.13","[0-0.33]"
"7597","-0.32","[-1-0]"
"7598","0.27","[0-0.33]"
"7599","-0.48","[-1-0]"
"7600","-0.27","[-1-0]"
"7601","-0.13","[-1-0]"
"7602","0.05","[0-0.33]"
"7603","0.49","[0.33-1]"
"7604","-0.01","[-1-0]"
"7605","0.05","[0-0.33]"
"7606","0.64","[0.33-1]"
"7607","0.43","[0.33-1]"
"7608","0.43","[0.33-1]"
"7609","-0.36","[-1-0]"
"7610","0","[-1-0]"
"7611","-0.06","[-1-0]"
"7612","-0.23","[-1-0]"
"7613","0.61","[0.33-1]"
"7614","0.61","[0.33-1]"
"7615","0.62","[0.33-1]"
"7616","0.13","[0-0.33]"
"7617","0.02","[0-0.33]"
"7618","0.21","[0-0.33]"
"7619","-0.04","[-1-0]"
"7620","0.54","[0.33-1]"
"7621","0.12","[0-0.33]"
"7622","0.35","[0.33-1]"
"7623","-0.12","[-1-0]"
"7624","-0.06","[-1-0]"
"7625","0.24","[0-0.33]"
"7626","-0.1","[-1-0]"
"7627","0.48","[0.33-1]"
"7628","0.65","[0.33-1]"
"7629","0.53","[0.33-1]"
"7630","0.47","[0.33-1]"
"7631","0.51","[0.33-1]"
"7632","0.03","[0-0.33]"
"7633","0.59","[0.33-1]"
"7634","0.13","[0-0.33]"
"7635","-0.04","[-1-0]"
"7636","0.33","[0-0.33]"
"7637","0.25","[0-0.33]"
"7638","0.21","[0-0.33]"
"7639","0.25","[0-0.33]"
"7640","0.18","[0-0.33]"
"7641","-0.1","[-1-0]"
"7642","-0.25","[-1-0]"
"7643","-0.39","[-1-0]"
"7644","-0.73","[-1-0]"
"7645","0.4","[0.33-1]"
"7646","0.18","[0-0.33]"
"7647","0.6","[0.33-1]"
"7648","0.27","[0-0.33]"
"7649","-0.07","[-1-0]"
"7650","0.2","[0-0.33]"
"7651","0.42","[0.33-1]"
"7652","0.45","[0.33-1]"
"7653","-0.12","[-1-0]"
"7654","-0.05","[-1-0]"
"7655","-0.11","[-1-0]"
"7656","-0.09","[-1-0]"
"7657","0.15","[0-0.33]"
"7658","0.41","[0.33-1]"
"7659","0.55","[0.33-1]"
"7660","0.04","[0-0.33]"
"7661","0.46","[0.33-1]"
"7662","-0.27","[-1-0]"
"7663","-0.16","[-1-0]"
"7664","0.43","[0.33-1]"
"7665","-0.19","[-1-0]"
"7666","-0.24","[-1-0]"
"7667","-0.34","[-1-0]"
"7668","-0.11","[-1-0]"
"7669","0.44","[0.33-1]"
"7670","-0.27","[-1-0]"
"7671","-0.1","[-1-0]"
"7672","0.67","[0.33-1]"
"7673","0.49","[0.33-1]"
"7674","0.37","[0.33-1]"
"7675","0.36","[0.33-1]"
"7676","-0.16","[-1-0]"
"7677","0.55","[0.33-1]"
"7678","0.25","[0-0.33]"
"7679","-0.18","[-1-0]"
"7680","-0.04","[-1-0]"
"7681","-0.06","[-1-0]"
"7682","0.33","[0-0.33]"
"7683","-0.16","[-1-0]"
"7684","0.36","[0.33-1]"
"7685","-0.37","[-1-0]"
"7686","-0.38","[-1-0]"
"7687","-0.47","[-1-0]"
"7688","-0.34","[-1-0]"
"7689","0.32","[0-0.33]"
"7690","0.13","[0-0.33]"
"7691","-0.06","[-1-0]"
"7692","0.1","[0-0.33]"
"7693","-0.27","[-1-0]"
"7694","-0.06","[-1-0]"
"7695","-0.02","[-1-0]"
"7696","0.27","[0-0.33]"
"7697","0.33","[0-0.33]"
"7698","0.19","[0-0.33]"
"7699","0.12","[0-0.33]"
"7700","0.14","[0-0.33]"
"7701","0.46","[0.33-1]"
"7702","0.57","[0.33-1]"
"7703","0.73","[0.33-1]"
"7704","-0.2","[-1-0]"
"7705","0.57","[0.33-1]"
"7706","0.13","[0-0.33]"
"7707","0.09","[0-0.33]"
"7708","0.54","[0.33-1]"
"7709","-0.04","[-1-0]"
"7710","-0.16","[-1-0]"
"7711","-0.14","[-1-0]"
"7712","-0.16","[-1-0]"
"7713","0.67","[0.33-1]"
"7714","0.09","[0-0.33]"
"7715","0.29","[0-0.33]"
"7716","0.62","[0.33-1]"
"7717","0.4","[0.33-1]"
"7718","0.45","[0.33-1]"
"7719","-0.17","[-1-0]"
"7720","0.48","[0.33-1]"
"7721","0.28","[0-0.33]"
"7722","0.14","[0-0.33]"
"7723","0.52","[0.33-1]"
"7724","0.49","[0.33-1]"
"7725","0.14","[0-0.33]"
"7726","0.39","[0.33-1]"
"7727","-0.05","[-1-0]"
"7728","0.19","[0-0.33]"
"7729","-0.06","[-1-0]"
"7730","0.1","[0-0.33]"
"7731","0.36","[0.33-1]"
"7732","-0.07","[-1-0]"
"7733","0.62","[0.33-1]"
"7734","0","[-1-0]"
"7735","0.19","[0-0.33]"
"7736","0.48","[0.33-1]"
"7737","0.4","[0.33-1]"
"7738","0.27","[0-0.33]"
"7739","0.55","[0.33-1]"
"7740","0.35","[0.33-1]"
"7741","-0.15","[-1-0]"
"7742","-0.27","[-1-0]"
"7743","0.21","[0-0.33]"
"7744","-0.17","[-1-0]"
"7745","0.3","[0-0.33]"
"7746","0.51","[0.33-1]"
"7747","0.48","[0.33-1]"
"7748","0.37","[0.33-1]"
"7749","0.2","[0-0.33]"
"7750","0.04","[0-0.33]"
"7751","-0.2","[-1-0]"
"7752","0.33","[0-0.33]"
"7753","-0.3","[-1-0]"
"7754","0.11","[0-0.33]"
"7755","-0.12","[-1-0]"
"7756","0.02","[0-0.33]"
"7757","0.3","[0-0.33]"
"7758","-0.36","[-1-0]"
"7759","0.16","[0-0.33]"
"7760","0.74","[0.33-1]"
"7761","0.46","[0.33-1]"
"7762","0.59","[0.33-1]"
"7763","0","[-1-0]"
"7764","0.13","[0-0.33]"
"7765","0.11","[0-0.33]"
"7766","-0.4","[-1-0]"
"7767","0.26","[0-0.33]"
"7768","0.52","[0.33-1]"
"7769","0.78","[0.33-1]"
"7770","-0.06","[-1-0]"
"7771","0.1","[0-0.33]"
"7772","0.14","[0-0.33]"
"7773","0.25","[0-0.33]"
"7774","0.31","[0-0.33]"
"7775","-0.07","[-1-0]"
"7776","-0.14","[-1-0]"
"7777","-0.09","[-1-0]"
"7778","0.38","[0.33-1]"
"7779","0.48","[0.33-1]"
"7780","0.33","[0-0.33]"
"7781","0.36","[0.33-1]"
"7782","0.24","[0-0.33]"
"7783","0.48","[0.33-1]"
"7784","0.28","[0-0.33]"
"7785","0.05","[0-0.33]"
"7786","-0.02","[-1-0]"
"7787","0.35","[0.33-1]"
"7788","0.36","[0.33-1]"
"7789","0.62","[0.33-1]"
"7790","0.41","[0.33-1]"
"7791","0.39","[0.33-1]"
"7792","0.2","[0-0.33]"
"7793","0.17","[0-0.33]"
"7794","0.46","[0.33-1]"
"7795","-0.39","[-1-0]"
"7796","0.43","[0.33-1]"
"7797","0.01","[0-0.33]"
"7798","0.27","[0-0.33]"
"7799","0.03","[0-0.33]"
"7800","-0.28","[-1-0]"
"7801","0.28","[0-0.33]"
"7802","-0.2","[-1-0]"
"7803","0.38","[0.33-1]"
"7804","0.73","[0.33-1]"
"7805","0.41","[0.33-1]"
"7806","0.64","[0.33-1]"
"7807","0.18","[0-0.33]"
"7808","-0.16","[-1-0]"
"7809","0.34","[0.33-1]"
"7810","0.38","[0.33-1]"
"7811","0.35","[0.33-1]"
"7812","0.56","[0.33-1]"
"7813","0.62","[0.33-1]"
"7814","-0.3","[-1-0]"
"7815","0.13","[0-0.33]"
"7816","0.34","[0.33-1]"
"7817","0.2","[0-0.33]"
"7818","0.36","[0.33-1]"
"7819","0.13","[0-0.33]"
"7820","0.17","[0-0.33]"
"7821","0.06","[0-0.33]"
"7822","0.05","[0-0.33]"
"7823","0.32","[0-0.33]"
"7824","0.09","[0-0.33]"
"7825","0.45","[0.33-1]"
"7826","0.49","[0.33-1]"
"7827","0.29","[0-0.33]"
"7828","0.71","[0.33-1]"
"7829","0.34","[0.33-1]"
"7830","0.12","[0-0.33]"
"7831","0.18","[0-0.33]"
"7832","0.11","[0-0.33]"
"7833","-0.43","[-1-0]"
"7834","-0.54","[-1-0]"
"7835","-0.58","[-1-0]"
"7836","-0.15","[-1-0]"
"7837","-0.24","[-1-0]"
"7838","0.1","[0-0.33]"
"7839","0.08","[0-0.33]"
"7840","-0.59","[-1-0]"
"7841","-0.09","[-1-0]"
"7842","-0.21","[-1-0]"
"7843","0.1","[0-0.33]"
"7844","0.03","[0-0.33]"
"7845","-0.45","[-1-0]"
"7846","0.04","[0-0.33]"
"7847","-0.51","[-1-0]"
"7848","-0.59","[-1-0]"
"7849","-0.55","[-1-0]"
"7850","-0.46","[-1-0]"
"7851","0.42","[0.33-1]"
"7852","-0.15","[-1-0]"
"7853","0.78","[0.33-1]"
"7854","0.43","[0.33-1]"
"7855","0.23","[0-0.33]"
"7856","0.27","[0-0.33]"
"7857","0.22","[0-0.33]"
"7858","0.27","[0-0.33]"
"7859","0.09","[0-0.33]"
"7860","0.48","[0.33-1]"
"7861","-0.14","[-1-0]"
"7862","0","[-1-0]"
"7863","-0.24","[-1-0]"
"7864","0.12","[0-0.33]"
"7865","0.31","[0-0.33]"
"7866","0.19","[0-0.33]"
"7867","0.2","[0-0.33]"
"7868","0.12","[0-0.33]"
"7869","0.33","[0-0.33]"
"7870","0.34","[0.33-1]"
"7871","0.09","[0-0.33]"
"7872","0.62","[0.33-1]"
"7873","0.35","[0.33-1]"
"7874","0.03","[0-0.33]"
"7875","0.32","[0-0.33]"
"7876","0.26","[0-0.33]"
"7877","0.11","[0-0.33]"
"7878","-0.01","[-1-0]"
"7879","0.1","[0-0.33]"
"7880","-0.58","[-1-0]"
"7881","0.08","[0-0.33]"
"7882","0.38","[0.33-1]"
"7883","0.54","[0.33-1]"
"7884","0.01","[0-0.33]"
"7885","0.05","[0-0.33]"
"7886","0.18","[0-0.33]"
"7887","-0.2","[-1-0]"
"7888","0.13","[0-0.33]"
"7889","0.1","[0-0.33]"
"7890","0.23","[0-0.33]"
"7891","0.29","[0-0.33]"
"7892","-0.2","[-1-0]"
"7893","-0.32","[-1-0]"
"7894","0.01","[0-0.33]"
"7895","-0.12","[-1-0]"
"7896","0.17","[0-0.33]"
"7897","0.26","[0-0.33]"
"7898","0.22","[0-0.33]"
"7899","-0.05","[-1-0]"
"7900","0.21","[0-0.33]"
"7901","0.65","[0.33-1]"
"7902","-0.33","[-1-0]"
"7903","0.05","[0-0.33]"
"7904","-0.36","[-1-0]"
"7905","0.51","[0.33-1]"
"7906","-0.12","[-1-0]"
"7907","0.36","[0.33-1]"
"7908","0.33","[0-0.33]"
"7909","-0.17","[-1-0]"
"7910","-0.15","[-1-0]"
"7911","0","[-1-0]"
"7912","0.05","[0-0.33]"
"7913","0.18","[0-0.33]"
"7914","0.34","[0.33-1]"
"7915","0.42","[0.33-1]"
"7916","0.35","[0.33-1]"
"7917","0.03","[0-0.33]"
"7918","0.04","[0-0.33]"
"7919","-0.45","[-1-0]"
"7920","-0.24","[-1-0]"
"7921","0","[-1-0]"
"7922","-0.04","[-1-0]"
"7923","0.07","[0-0.33]"
"7924","-0.22","[-1-0]"
"7925","0","[-1-0]"
"7926","0","[-1-0]"
"7927","0.03","[0-0.33]"
"7928","-0.05","[-1-0]"
"7929","-0.16","[-1-0]"
"7930","0.19","[0-0.33]"
"7931","0.48","[0.33-1]"
"7932","-0.27","[-1-0]"
"7933","0.13","[0-0.33]"
"7934","-0.02","[-1-0]"
"7935","-0.16","[-1-0]"
"7936","0.12","[0-0.33]"
"7937","-0.15","[-1-0]"
"7938","0.03","[0-0.33]"
"7939","0.37","[0.33-1]"
"7940","0.69","[0.33-1]"
"7941","0.6","[0.33-1]"
"7942","0.35","[0.33-1]"
"7943","0.12","[0-0.33]"
"7944","0.24","[0-0.33]"
"7945","0.6","[0.33-1]"
"7946","0.03","[0-0.33]"
"7947","0.3","[0-0.33]"
"7948","-0.06","[-1-0]"
"7949","0.59","[0.33-1]"
"7950","-0.11","[-1-0]"
"7951","0.55","[0.33-1]"
"7952","0.12","[0-0.33]"
"7953","0.28","[0-0.33]"
"7954","0.21","[0-0.33]"
"7955","0.11","[0-0.33]"
"7956","0.35","[0.33-1]"
"7957","0.34","[0.33-1]"
"7958","0.18","[0-0.33]"
"7959","0.78","[0.33-1]"
"7960","0.32","[0-0.33]"
"7961","0.11","[0-0.33]"
"7962","0.5","[0.33-1]"
